"id","category","name","route","classification","new_ux_location","owning_module","roles","status"
"FM08","Family Programme","Family Tasks","/screens/fm08/family-tasks","REDESIGN","Role workspace or client journey surface","Family Programme","Permission-derived workspace users","Existing route; redesign planned"
"FM09","Family Programme","Family Communications","/screens/fm09/family-communications","REDESIGN","Role workspace or client journey surface","Family Programme","Permission-derived workspace users","Existing route; redesign planned"
"FM10","Family Programme","Family Progress","/screens/fm10/family-progress","REDESIGN","Role workspace or client journey surface","Family Programme","Permission-derived workspace users","Existing route; redesign planned"
"FM11","Family Programme","Family Portal Access","/screens/fm11/family-portal-access","REDESIGN","Role workspace or client journey surface","Family Programme","Permission-derived workspace users","Existing route; redesign planned"
"SC01","Scheduling & Telehealth","Organisation Calendar","/screens/sc01/organisation-calendar","REDESIGN","Role workspace or operational queue","Scheduling & Telehealth","Permission-derived workspace users","Existing route; redesign planned"
"SC02","Scheduling & Telehealth","My Calendar","/screens/sc02/my-calendar","REDESIGN","Role workspace or operational queue","Scheduling & Telehealth","Permission-derived workspace users","Existing route; redesign planned"
"SC03","Scheduling & Telehealth","Client Calendar","/screens/sc03/client-calendar","REDESIGN","Role workspace or operational queue","Scheduling & Telehealth","Permission-derived workspace users","Existing route; redesign planned"
"SC04","Scheduling & Telehealth","Appointment","/screens/sc04/appointment","REDESIGN","Role workspace or client journey surface","Scheduling & Telehealth","Permission-derived workspace users","Existing route; redesign planned"
"SC05","Scheduling & Telehealth","Recurring Appointment","/screens/sc05/recurring-appointment","REDESIGN","Role workspace or client journey surface","Scheduling & Telehealth","Permission-derived workspace users","Existing route; redesign planned"
"SC06","Scheduling & Telehealth","Resource / Room Calendar","/screens/sc06/resource-room-calendar","REDESIGN","Role workspace or operational queue","Scheduling & Telehealth","Permission-derived workspace users","Existing route; redesign planned"
"SC07","Scheduling & Telehealth","Telehealth Session","/screens/sc07/telehealth-session","REDESIGN","Role workspace or client journey surface","Scheduling & Telehealth","Permission-derived workspace users","Existing route; redesign planned"
"SC08","Scheduling & Telehealth","Virtual Waiting Room","/screens/sc08/virtual-waiting-room","REDESIGN","Role workspace or client journey surface","Scheduling & Telehealth","Permission-derived workspace users","Existing route; redesign planned"
"SC09","Scheduling & Telehealth","Join Consultation","/screens/sc09/join-consultation","REDESIGN","Role workspace or client journey surface","Scheduling & Telehealth","Permission-derived workspace users","Existing route; redesign planned"
"SC10","Scheduling & Telehealth","Telehealth Consent","/screens/sc10/telehealth-consent","REDESIGN","Role workspace or client journey surface","Scheduling & Telehealth","Permission-derived workspace users","Existing route; redesign planned"
"SC11","Scheduling & Telehealth","Telehealth History","/screens/sc11/telehealth-history","EMBED","Contextual detail, tab, drawer or review panel","Scheduling & Telehealth","Permission-derived workspace users","Existing route; redesign planned"
"DC01","Discharge","Discharge Dashboard","/screens/dc01/discharge-dashboard","REDESIGN","Role workspace or operational queue","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"DC02","Discharge","Discharge Candidates","/screens/dc02/discharge-candidates","REDESIGN","Role workspace or client journey surface","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"DC03","Discharge","Discharge Planning","/screens/dc03/discharge-planning","REDESIGN","Role workspace or client journey surface","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"DC04","Discharge","Discharge Readiness Checklist","/screens/dc04/discharge-readiness-checklist","REDESIGN","Role workspace or operational queue","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"DC05","Discharge","Clinical Discharge Summary","/screens/dc05/clinical-discharge-summary","REDESIGN","Role workspace or client journey surface","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"DC06","Discharge","Medication at Discharge","/screens/dc06/medication-at-discharge","REDESIGN","Role workspace or client journey surface","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"DC07","Discharge","Referrals","/screens/dc07/referrals","REDESIGN","Role workspace or client journey surface","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"DC08","Discharge","Follow-up Appointments","/screens/dc08/follow-up-appointments","REDESIGN","Role workspace or client journey surface","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"DC09","Discharge","Safety / Relapse Prevention Plan","/screens/dc09/safety-relapse-prevention-plan","REDESIGN","Role workspace or client journey surface","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"DC10","Discharge","Documents / Instructions","/screens/dc10/documents-instructions","REDESIGN","Role workspace or client journey surface","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"DC11","Discharge","Multidisciplinary Approval","/screens/dc11/multidisciplinary-approval","REDESIGN","Role workspace or client journey surface","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"DC12","Discharge","Complete Discharge","/screens/dc12/complete-discharge","REDESIGN","Role workspace or client journey surface","Discharge","Permission-derived workspace users","Existing route; redesign planned"
"AC01","Aftercare & Alumni","Aftercare Dashboard","/screens/ac01/aftercare-dashboard","REDESIGN","Role workspace or operational queue","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"AC02","Aftercare & Alumni","Aftercare Plan","/screens/ac02/aftercare-plan","REDESIGN","Role workspace or client journey surface","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"AC03","Aftercare & Alumni","Follow-up Schedule","/screens/ac03/follow-up-schedule","REDESIGN","Role workspace or operational queue","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"AC04","Aftercare & Alumni","Follow-up Workspace","/screens/ac04/follow-up-workspace","REDESIGN","Role workspace or operational queue","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"AC05","Aftercare & Alumni","30-Day Review","/screens/ac05/30-day-review","EMBED","Contextual detail, tab, drawer or review panel","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"AC06","Aftercare & Alumni","90-Day Review","/screens/ac06/90-day-review","EMBED","Contextual detail, tab, drawer or review panel","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"AC07","Aftercare & Alumni","6-Month Review","/screens/ac07/6-month-review","EMBED","Contextual detail, tab, drawer or review panel","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"AC08","Aftercare & Alumni","12-Month Review","/screens/ac08/12-month-review","EMBED","Contextual detail, tab, drawer or review panel","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"AC09","Aftercare & Alumni","Outcome Survey","/screens/ac09/outcome-survey","REDESIGN","Role workspace or client journey surface","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"AC10","Aftercare & Alumni","Re-engagement","/screens/ac10/re-engagement","REDESIGN","Role workspace or client journey surface","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"AC11","Aftercare & Alumni","Readmission","/screens/ac11/readmission","REDESIGN","Role workspace or client journey surface","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"AC12","Aftercare & Alumni","Alumni Programme","/screens/ac12/alumni-programme","REDESIGN","Role workspace or client journey surface","Aftercare & Alumni","Permission-derived workspace users","Existing route; redesign planned"
"BL01","Billing, Accounts & Payer","Finance Dashboard","/screens/bl01/finance-dashboard","REDESIGN","Role workspace or operational queue","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL02","Billing, Accounts & Payer","Client Account","/screens/bl02/client-account","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL03","Billing, Accounts & Payer","Charge Ledger","/screens/bl03/charge-ledger","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL04","Billing, Accounts & Payer","Unbilled Services","/screens/bl04/unbilled-services","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL05","Billing, Accounts & Payer","Create Invoice","/screens/bl05/create-invoice","EMBED","Contextual detail, tab, drawer or review panel","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL06","Billing, Accounts & Payer","Invoice","/screens/bl06/invoice","EMBED","Contextual detail, tab, drawer or review panel","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL07","Billing, Accounts & Payer","Invoice PDF / Print Preview","/screens/bl07/invoice-pdf-print-preview","EMBED","Contextual detail, tab, drawer or review panel","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL08","Billing, Accounts & Payer","Payments","/screens/bl08/payments","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL09","Billing, Accounts & Payer","Record Payment","/screens/bl09/record-payment","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL10","Billing, Accounts & Payer","Refund","/screens/bl10/refund","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL11","Billing, Accounts & Payer","Credit / Adjustment","/screens/bl11/credit-adjustment","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL12","Billing, Accounts & Payer","Outstanding Balances","/screens/bl12/outstanding-balances","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL13","Billing, Accounts & Payer","Packages","/screens/bl13/packages","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL14","Billing, Accounts & Payer","Price / Tariff Master","/screens/bl14/price-tariff-master","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL15","Billing, Accounts & Payer","Payers","/screens/bl15/payers","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL16","Billing, Accounts & Payer","Insurance / Payer Eligibility","/screens/bl16/insurance-payer-eligibility","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL17","Billing, Accounts & Payer","Pre-Authorisation","/screens/bl17/pre-authorisation","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL18","Billing, Accounts & Payer","Claims","/screens/bl18/claims","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"BL19","Billing, Accounts & Payer","Denials / Claim Follow-up","/screens/bl19/denials-claim-follow-up","REDESIGN","Role workspace or client journey surface","Billing, Accounts & Payer","Permission-derived workspace users","Existing route; redesign planned"
"IN01","Inventory","Inventory Dashboard","/screens/in01/inventory-dashboard","REDESIGN","Role workspace or operational queue","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN02","Inventory","Item Master","/screens/in02/item-master","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN03","Inventory","Item Detail","/screens/in03/item-detail","EMBED","Contextual detail, tab, drawer or review panel","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN04","Inventory","Location Stock","/screens/in04/location-stock","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN05","Inventory","Stock Ledger","/screens/in05/stock-ledger","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN06","Inventory","Goods Receipt","/screens/in06/goods-receipt","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN07","Inventory","Stock Issue","/screens/in07/stock-issue","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN08","Inventory","Stock Transfer","/screens/in08/stock-transfer","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN09","Inventory","Transfer Requests","/screens/in09/transfer-requests","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN10","Inventory","Stock Adjustment","/screens/in10/stock-adjustment","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN11","Inventory","Stock Count","/screens/in11/stock-count","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN12","Inventory","Batch / Lot / Expiry","/screens/in12/batch-lot-expiry","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN13","Inventory","Expiring Stock","/screens/in13/expiring-stock","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN14","Inventory","Reorder Suggestions","/screens/in14/reorder-suggestions","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN15","Inventory","Purchase Requisition","/screens/in15/purchase-requisition","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN16","Inventory","Vendors","/screens/in16/vendors","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN17","Inventory","Consumption Analytics","/screens/in17/consumption-analytics","REDESIGN","Role workspace or operational queue","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"IN18","Inventory","AI Inventory Intelligence","/screens/in18/ai-inventory-intelligence","REDESIGN","Role workspace or client journey surface","Inventory","Permission-derived workspace users","Existing route; redesign planned"
"CM01","Communications","Communication Centre","/screens/cm01/communication-centre","REDESIGN","Role workspace or client journey surface","Communications","Permission-derived workspace users","Existing route; redesign planned"
"CM02","Communications","Secure Messages","/screens/cm02/secure-messages","REDESIGN","Role workspace or client journey surface","Communications","Permission-derived workspace users","Existing route; redesign planned"
"CM03","Communications","Conversation","/screens/cm03/conversation","REDESIGN","Role workspace or client journey surface","Communications","Permission-derived workspace users","Existing route; redesign planned"
"CM04","Communications","Compose Message","/screens/cm04/compose-message","REDESIGN","Role workspace or client journey surface","Communications","Permission-derived workspace users","Existing route; redesign planned"
"CM05","Communications","Notifications","/screens/cm05/notifications","REDESIGN","Role workspace or client journey surface","Communications","Permission-derived workspace users","Existing route; redesign planned"
"CM06","Communications","Reminder Rules","/screens/cm06/reminder-rules","REDESIGN","Role workspace or client journey surface","Communications","Permission-derived workspace users","Existing route; redesign planned"
"CM07","Communications","Communication Templates","/screens/cm07/communication-templates","REDESIGN","Role workspace or client journey surface","Communications","Permission-derived workspace users","Existing route; redesign planned"
"CM08","Communications","Delivery History","/screens/cm08/delivery-history","EMBED","Contextual detail, tab, drawer or review panel","Communications","Permission-derived workspace users","Existing route; redesign planned"
"CM09","Communications","Failed / Retry Queue","/screens/cm09/failed-retry-queue","REDESIGN","Role workspace or operational queue","Communications","Permission-derived workspace users","Existing route; redesign planned"
"CM10","Communications","Communication Preferences","/screens/cm10/communication-preferences","REDESIGN","Role workspace or client journey surface","Communications","Permission-derived workspace users","Existing route; redesign planned"
"CM11","Communications","Consent / Channel Restrictions","/screens/cm11/consent-channel-restrictions","REDESIGN","Role workspace or client journey surface","Communications","Permission-derived workspace users","Existing route; redesign planned"
"DOC01","Documents & Consent","Document Centre","/screens/doc01/document-centre","REDESIGN","Role workspace or client journey surface","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC02","Documents & Consent","Upload Document","/screens/doc02/upload-document","REDESIGN","Role workspace or client journey surface","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC03","Documents & Consent","Document Viewer","/screens/doc03/document-viewer","REDESIGN","Role workspace or client journey surface","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC04","Documents & Consent","Document Version History","/screens/doc04/document-version-history","EMBED","Contextual detail, tab, drawer or review panel","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC05","Documents & Consent","Clinical Document Finalisation","/screens/doc05/clinical-document-finalisation","REDESIGN","Role workspace or client journey surface","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC06","Documents & Consent","Correction / Addendum","/screens/doc06/correction-addendum","REDESIGN","Role workspace or client journey surface","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC07","Documents & Consent","Consent Dashboard","/screens/doc07/consent-dashboard","REDESIGN","Role workspace or operational queue","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC08","Documents & Consent","Consent Detail","/screens/doc08/consent-detail","EMBED","Contextual detail, tab, drawer or review panel","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC09","Documents & Consent","Capture Consent","/screens/doc09/capture-consent","REDESIGN","Role workspace or client journey surface","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC10","Documents & Consent","Revoke Consent","/screens/doc10/revoke-consent","REDESIGN","Role workspace or client journey surface","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC11","Documents & Consent","Electronic Signature","/screens/doc11/electronic-signature","REDESIGN","Role workspace or client journey surface","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC12","Documents & Consent","Legal Hold","/screens/doc12/legal-hold","REDESIGN","Role workspace or client journey surface","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"DOC13","Documents & Consent","Document Export","/screens/doc13/document-export","REDESIGN","Role workspace or client journey surface","Documents & Consent","Permission-derived workspace users","Existing route; redesign planned"
"CP01","Client Portal","Portal Sign In","/screens/cp01/portal-sign-in","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP02","Client Portal","Portal MFA / Identity Verification","/screens/cp02/portal-mfa-identity-verification","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP03","Client Portal","Client Home","/screens/cp03/client-home","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP04","Client Portal","My Programme / Care Plan","/screens/cp04/my-programme-care-plan","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP05","Client Portal","My Goals","/screens/cp05/my-goals","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP06","Client Portal","My Schedule","/screens/cp06/my-schedule","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP07","Client Portal","Assessments / Questionnaires","/screens/cp07/assessments-questionnaires","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP08","Client Portal","My Medications","/screens/cp08/my-medications","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP09","Client Portal","Documents","/screens/cp09/documents","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP10","Client Portal","Reports / Results","/screens/cp10/reports-results","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP11","Client Portal","Invoices / Payments","/screens/cp11/invoices-payments","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP12","Client Portal","Secure Messages","/screens/cp12/secure-messages","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP13","Client Portal","Aftercare","/screens/cp13/aftercare","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP14","Client Portal","Privacy / Consent","/screens/cp14/privacy-consent","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP15","Client Portal","Data / Privacy Request","/screens/cp15/data-privacy-request","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"CP16","Client Portal","Profile / Preferences","/screens/cp16/profile-preferences","REDESIGN","Permission-scoped portal workspace","Client Portal","Permission-derived workspace users","Existing route; redesign planned"
"FP01","Family Portal","Family Portal Sign In","/screens/fp01/family-portal-sign-in","REDESIGN","Permission-scoped portal workspace","Family Portal","Permission-derived workspace users","Existing route; redesign planned"
"FP02","Family Portal","Family Home","/screens/fp02/family-home","REDESIGN","Permission-scoped portal workspace","Family Portal","Permission-derived workspace users","Existing route; redesign planned"
"FP03","Family Portal","Authorised Client Information","/screens/fp03/authorised-client-information","REDESIGN","Permission-scoped portal workspace","Family Portal","Permission-derived workspace users","Existing route; redesign planned"
"FP04","Family Portal","Appointments","/screens/fp04/appointments","REDESIGN","Permission-scoped portal workspace","Family Portal","Permission-derived workspace users","Existing route; redesign planned"
"FP05","Family Portal","Family Programme","/screens/fp05/family-programme","REDESIGN","Permission-scoped portal workspace","Family Portal","Permission-derived workspace users","Existing route; redesign planned"
"FP06","Family Portal","Family Tasks","/screens/fp06/family-tasks","REDESIGN","Permission-scoped portal workspace","Family Portal","Permission-derived workspace users","Existing route; redesign planned"
"FP07","Family Portal","Documents","/screens/fp07/documents","REDESIGN","Permission-scoped portal workspace","Family Portal","Permission-derived workspace users","Existing route; redesign planned"
"FP08","Family Portal","Secure Messaging","/screens/fp08/secure-messaging","REDESIGN","Permission-scoped portal workspace","Family Portal","Permission-derived workspace users","Existing route; redesign planned"
"FP09","Family Portal","Consent / Access Status","/screens/fp09/consent-access-status","REDESIGN","Permission-scoped portal workspace","Family Portal","Permission-derived workspace users","Existing route; redesign planned"
"FP10","Family Portal","Profile","/screens/fp10/profile","REDESIGN","Permission-scoped portal workspace","Family Portal","Permission-derived workspace users","Existing route; redesign planned"
"AI01","AI Intelligence","AI Clinical Documentation Assistant","/screens/ai01/ai-clinical-documentation-assistant","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI02","AI Intelligence","Voice / Transcript Review","/screens/ai02/voice-transcript-review","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI03","AI Intelligence","AI Intake / Document Extraction Review","/screens/ai03/ai-intake-document-extraction-review","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI04","AI Intelligence","AI Client Journey Summary","/screens/ai04/ai-client-journey-summary","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI05","AI Intelligence","Clinical Record Copilot","/screens/ai05/clinical-record-copilot","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI06","AI Intelligence","AI MDT Brief","/screens/ai06/ai-mdt-brief","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI07","AI Intelligence","AI Treatment Plan Draft Review","/screens/ai07/ai-treatment-plan-draft-review","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI08","AI Intelligence","Assessment Trend Explanation","/screens/ai08/assessment-trend-explanation","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI09","AI Intelligence","Clinical Review Signals","/screens/ai09/clinical-review-signals","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI10","AI Intelligence","Medication Intelligence","/screens/ai10/medication-intelligence","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI11","AI Intelligence","AI Discharge Summary Review","/screens/ai11/ai-discharge-summary-review","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI12","AI Intelligence","AI Handover","/screens/ai12/ai-handover","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI13","AI Intelligence","AI Task Extraction Review","/screens/ai13/ai-task-extraction-review","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI14","AI Intelligence","Documentation Completeness","/screens/ai14/documentation-completeness","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI15","AI Intelligence","Operational Analytics Copilot","/screens/ai15/operational-analytics-copilot","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI16","AI Intelligence","AI Evidence / Sources Viewer","/screens/ai16/ai-evidence-sources-viewer","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AI17","AI Intelligence","AI Feedback / Report Incorrect Output","/screens/ai17/ai-feedback-report-incorrect-output","EMBED","Contextual assistant, review panel, drawer or action","Cross-cutting AI layer","Permission-derived workspace users","Existing route; redesign planned"
"AIA01","AI Administration & Governance","AI Administration Dashboard","/screens/aia01/ai-administration-dashboard","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA02","AI Administration & Governance","AI Use-Case Registry","/screens/aia02/ai-use-case-registry","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA03","AI Administration & Governance","AI Use-Case Detail","/screens/aia03/ai-use-case-detail","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA04","AI Administration & Governance","Model / Provider Registry","/screens/aia04/model-provider-registry","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA05","AI Administration & Governance","Prompt Registry","/screens/aia05/prompt-registry","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA06","AI Administration & Governance","Prompt Version Detail","/screens/aia06/prompt-version-detail","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA07","AI Administration & Governance","AI Policy / Guardrails","/screens/aia07/ai-policy-guardrails","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA08","AI Administration & Governance","AI Evaluation Dashboard","/screens/aia08/ai-evaluation-dashboard","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA09","AI Administration & Governance","AI Evaluation Cases","/screens/aia09/ai-evaluation-cases","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA10","AI Administration & Governance","AI Audit / Evidence Explorer","/screens/aia10/ai-audit-evidence-explorer","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA11","AI Administration & Governance","AI Usage / Cost","/screens/aia11/ai-usage-cost","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA12","AI Administration & Governance","AI Incident Register","/screens/aia12/ai-incident-register","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"AIA13","AI Administration & Governance","Model / Prompt Release Approval","/screens/aia13/model-prompt-release-approval","REDESIGN","AI Intelligence governance workspace","AI Governance","Permission-derived workspace users","Existing route; redesign planned"
"RP01","Reporting & Analytics","Executive Dashboard","/screens/rp01/executive-dashboard","REDESIGN","Role workspace or operational queue","Reporting & Analytics","Permission-derived workspace users","Existing route; redesign planned"
